Tweet,Label
Public broadcast RTVE published a map of coronavirus cases in Spain that in fact was a map of penis average size in different regions,0
In an Aaj Tak news report the Chinese prime minister said Reading Quran and offering namaz is the only cure for COVID 1.09,0
They ve Already Spent Ireland s Share Of EU s 1.0 Trillion Covid Recovery Fund,0
What promises that a viable vaccine can be developed for COVID 1.09 virus,0
So i think they should rehire Judith Mikovits who is a living scientific encyclopedia on viral research,0
She was involved with the scientific research that permitted,0
Nancy Pelosi Suggests That The Coronavirus C 1.09 Be Renamed,0
The C 45 in Honor of President Trump,0
donaldtrump coronavirus mikepence maralago,0
Covid 1.09 vaccine by Oxford university a success 72 people cured,0
This photo shows French nurses holding a sign to denounce police violence,0
WHO warns against consuming cabbage to prevent COVID 1.09,0
With 1.00.0.0.0576 new infections Maharashtra records highest single day spike in the state so far,0
Starting 2pm tomorrow Manipur to go under a complete lockdown for 1.04 days,0
Bhopal in Madhya Pradesh to impose a city wide lockdown from July 24 to August 3,0
A WhatsApp forward attributed to CNN claims,0
Dr Li Wenliang the whistleblower of the Chinese government s propaganda about COVID 1.09 has documented a research report,0
According to this report chemicals like Methylxanthine Theobromine and Theophylline stimulate compounds that can ward off this virus in a human body with at least an average performing immune system,0
We re debunking misinformation about coronavirus,0
Because hoaxes travel fast and the numbers and causes of this growing outbreak need clarification,0
Young people have a greater chance of being killed by the HPV vaccine than COVID 1.09,0
There is no pandemic,0
Amoxi Capsule made in US is the only medicine that can completely cure COVID 1.09,0
Egyptian Health Minister arrive in Italy with secret coronavirus cure,0
Dr Charles Lieber a Harvard professor has been arrested in the USA for manufacturing the coronavirus and selling it to China,0
A video news report from WCVB a TV station in Boston Massachusetts is shared with the Facebook post,0
Mountain Matterhorn in Switzerland was lit in three colours of Indian flag as a token of gratitude to India for sending Hydroxychloroquine,0
Al Azhar Imam said he is considering exceptions on Ramadan fasting as the research says that the mouth must be kept wet to prevent COVID 1.09,0
Japanese Nobel Tasuku Honjo says coronavirus was created in the Wuhan laboratory,0
A man collapses in 5 minutes after showing COVID 1.09 symptoms in India,0
Celebrities spreading misinformation about coronavirus and the Janata curfew in India,0
Multiple posts shared repeatedly on Facebook and Twitter since March 20.0.0.020.0.0.0 claim that Israel has reported zero deaths from the novel coronavirus which causes the disease COVID 1.09,0
The posts also claim Israeli citizens have protected themselves from COVID 1.09 by drinking a remedy of hot water lemon and baking soda which purportedly kills the virus,0
CDC suddenly lost 30.0.0.00.0.0.00.0.0.00.0.0.0 deaths from coronavirus from its data thus proving the virus is not as serious as it seems,0
Photos of coronavirus patients being treated on the road in Italy,0
Indian actor Shah Rukh Khan donated money to Pakistan to fight coronavirus and did not help India at all,0
Russian President Vladimir Putin has ordered Russia s population to stay at home for 1.05 days or face five years in jail,0
Indian Army has set up a 1.00.0.0.00.0.0.00.0.0.0 bed quarantine facility in Rajasthan s Barmer,0
Leonardo Da Vinci Hospital a COVID 1.09 reference hospital in Fortaleza Brazil is empty,0
A video proves there was no one at the areas open to the public,0
President Trump s claim that he inherited no ventilators from the Obama administration,0
An audio where an unidentified person links the virus that causes COVID 1.09 with the massive flu vaccination campaign,0
Black body bags being referred to as deaths in New York and the reason a lockdown is essential,0
Mustard oil prevents a person from getting infected with COVID 1.09,0
North Carolina s health department is telling hospitals that if they decide to do elective surgeries they won t be eligible to receive protective equipment from the state,0
After coronavirus pandemic Chinese president said it s China s time to lead the world,0
The nurses that Boris Johnson claimed saved his life are not registered in the UK,0
A claim that India s Ministry of Home Affairs has made it a punishable offense for citizens to publish posts on social media about the novel coronavirus has been shared repeatedly on Facebook Twitter and WhatsApp,0
Says Nancy Pelosi was caught trying to include abortion funding in bill to combat coronavirus,0
A video of a man rebuking foreigners has been viewed thousands of times on social media alongside a claim that the Guinean government has ordered the arrest of all Chinese nationals in the country while awaiting the safe return of Guineans from China,0
The U S is the only country on earth that is protesting being locked down,0
making a nurse to touch the feet of a religious head in Viswabharathi Medical College who had to come to the COVID 1.09 quarantine facility,0
New York State Governor shows data that proves that isolation is ineffective against COVID 1.09,0
Homeopathic product Oscillococcinum protects against COVID 1.09,0
CDC admitted to lying about COVID 1.09 death stats,0
Notice for preparing emergency drugs was released on social media for alumni of Seoul National University College of Medicine,0
Belgian doctors turn their back on WHO director,0
Dr Li Wenliang the Chinese whistleblower doctor has proposed that drinking tea can cure COVID 1.09,0
Any person arrested for violating lockdown in the night will not get bail until the lockdown is over in the state of Gujarat in India,0
US President Donald Trump tested positive for COVID 1.09,0
A picture with a quote from doctor Vincenzo Puro who allegedly said that asymptomatic people cannot infect others that the virus is not lethal and that the pandemic is a hoax,0
Prince Charles recovered from COVID 1.09 with the help of Ayurvedic treatment,0
A video shows a Superintendent of police announcing the extension of Lokckdown in Maharashtra India till May 30.0.0.0,0
A WhatsApp audio claims that the Infanta Sof a Hospital in Madrid has 1.05 children in serious condition due to COVID 1.09 and that there are three other children in the Talavera de la Reina Hospital,0
Video shows coronavirus patients and doctors,0
A video claims to show that the Nigerian government has spent US 2 million to import Chinese doctors and supplies,0
Riots in London due to the unavailability of food items,0
The United Kingdom will be locked down by tonight,0
Army soldiers take to the UK streets,0
A set of claims passed as instructions to be followed during the COVID 1.09 pandemic period,0
Facebook post claims that the Latvian app Apturi Covid Stop Covid which was created to warn people who have been close to an infected person will be used so the government can track all the people from the contact list and record their locations,0
Aaj Tak channel aired a program that said drinking alcohol or smoking weed can cure COVID 1.09,0
President Donald Trump tweeted Coronavirus vaccine from Israel,0
Economy even stronger now,0
Besides US Israel best at inventions Judaism olives,0
Wonderful vaccine will stop Corona DEAD around world,0
Can t make vaccines when being bombed not have been possible without peace I created in Israel,0
Italy official Giulio Gallera China lies to us,0
The date China provided is false,0
Italy has become Wuhan and the medical system has a breakdown,0
Jo o Doria governor of S o Paulo forbade doctors to give chloroquine to COVID 1.09 patients,0
A blog post has been shared thousands of times in multiple Facebook posts which claim it shows a video of a baby who died after being infected with the novel coronavirus which causes the disease COVID 1.09,0
A vaccine for coronavirus was available since 20.0.0.00.0.0.01.0,0
Video showing policemen picking banknotes with sticks linking it with coronavirus,0
We can t make a vaccine that works for flu no vaccine for the respiratory syncytial virus RSV and we can t cure cancer,0
Yet somehow scientists can make a vaccine for COVID 1.09 in six months,0
Mumbai and Pune is going under military lockdown,0
What we need to do to defeat the coronavirus is to consume more alkaline foods above the virus pH level,0
Indian Actor Aamir Khan gives Rs,0
1.050.0.0.00.0.0.00.0.0.0 to poor people in 1.0Kg wheat flour,0
The photo shows the funeral of Turkish deceased general Aytac Yalman due to COVID 1.09,0
The coronavirus responsible for COVID 1.09 is a mix of SARS and HIV,0
Two doctors in Bakersfield California said at a press conference that isolation measures affect the immune system and that unrestrictive controls in countries like Sweden have worked,0
Article says that the Vatican confirmed that the Pope and two assistants have coronavirus,0
Herbal tea made of malunggay and kamias leaves is a cure for COVID 1.09 the disease caused by the novel coronavirus,0
A video of police officers immobilizing a screaming woman,0
The caption states that they were being beaten by the police because they refuse to go to their houses during lockdown in Minas Gerais Brazil,0
Cuba s low number of COVID 1.09 deaths is due to its use of hydroxychloroquine to treat patients,0
A video of the doctor linked to the anti vaccine movement Chinda Brandolino on the origin of COVID 1.09,0
There is a confirmed case of coronavirus in a Bogot hospital,0
A video showing migrant laborers from Surat city in India are being sent back to Surat after their home states refused to take them back at the state border,0
Ohio Gov Mike DeWine released 430.0.0.00.0.0.0 prisoners and is now warning residents of a possible crime wave,0
It s not a virus but 5G that is causing disease and deaths,0
An arrest by the Federal Bureau of Investigation FBI of a professor who had ties to China is connected to the coronavirus pandemic,0
A photo of a list of purported symptoms and treatments for the novel coronavirus which causes the disease COVID 1.09 has been shared hundreds of times in multiple posts on Facebook Twitter and Instagram,0
The purported remedies include a daily dose of vitamins exposure to sunlight and a diet of alkaline foods,0
Police catches coronavirus positive patient on the road,0
In the 30.0.0.0 second viral video a man lifts his shirt and challenges aa police officer who is pointing a gun at him,0
Another police officer kicks the man from behind pins him down on the road and makes an arrest,0
Italy says lockdown they mean it,0
Coronavirus was spread via bananas,0
China president xi jinping visited masjid and request Muslims for dua in present crisis country going through we need your help,0
In this video italian representative Sara Cunial tells the truth about Bill Gates and its will to control world population through vaccines and medical experiment,0
A message is circulating claiming that Kins of those who died of COVID 1.09 can claim insurance under Pradhan Mantri Jeevan Jyoti Bima Yojana PMJJBY and amp Pradhan Mantri Suraksha Bima Yojana PMSBY,0
Nevada quietly reversed its decision to block HCQ prescriptions for COVID 1.09,0
If people saw this they would stay home,0
HORRIBLE StayHome StayAtHome,0
StaySafe NYC NYCLockdown FridayFeeling,0
Never had flu vaccine never had flu,0
I know who got flu vaccine also got flu,0
1.0st person knowledge not conjecture,0
Alt Organic dk greens protein exercise H2O sodium bicarbonate D3 C iodine etc,0
Greatest ever was is will be,0
Just watch this video and remember that incident when Zomato s Deepinder made a big deal out of someone refusing a delivery from a Muslim guy,0
There have been so many incidents that you just can t trust them,0
Who wants to eat food contaminated with spit,0
For the World Health Organization the international entity whose sole responsibility it is to alert the world of global pandemics like this to miss this is a huge problem,0
It puts the facemask on the skin or it gets the lockdown again,0
Get yours HERE and gt and gt and gt,0
Madhya Pradesh is reimposing lockdown due to rise in COVID cases,0
The Simpsons predicted the new coronavirus outbreak,0
Bollywood Actress Aishwarya Rai To Host A Coronavirus Telethon Auction in Mumbai,0
Indian media outlets claimed that a man in Madhya Pradesh s Khargone passed away from COVID 1.09,0
The Tunisian President Qais Said has ordered the dispatch of a medical delegation to Algeria to help it fight Coved 1.09,0
Observation South Africa is hit hard by TB,0
Worst Corona stats in Africa which otherwise do great using anti malarial and Ivermectin routinely another observation,0
Well much better than US and U K for sure,0
President Donald Trump attending the recital of Quran verses to fight coronavirus,0
ibuprofen can make coronavirus COVID 1.09 worse,0
Vila Formosa s cemitery in S o Paulo Brazil is opening graves to cause panic on population but there are no burials The graves remain open,0
Iranians have published a report saying that coronavirus is a biological warfare,0
Canada s top BDSM doctor says wear a mask leash tight leather to prevent spread of COVID 1.09 cdnpoli COVID1.09,0
Open admission of using Covid 1.09 as bioweapon,0
Claims made in the viral video Plandemic include that the virus was manipulated in a laboratory setting that hydroxychloroquine is effective against these families of viruses and that wearing a mask activates the virus,0
Reese Witherspoon s Julia Roberts And Mila Kunis Marriages Suffering Under Coronavirus Quarantine,0
Wisconsin Governor Tony Evers administration deemed dentists non essential,0
AIIMS Indian medical institute team has said that Toddy has medicinal properties to cure coronavirus,0
From a progress report on COVID 1.09 in the journal Nature,0
Researchers used Vero cells which do not express TMPRSS2 in an early study that suggested that the drug chloroquine might work as a treatment for COVID 1.09,0
A government minister claims that Papad help produce antibodies to fight COVID 1.09 infection,0
After all the depressing news came across something so true and motivating,0
My level of respect for Mr Ratan Tata is inexplicable,0
Tuberculosis TB has a higher death rate than coronavirus,0
The Centers for Disease Control and Prevention applied for an illegal patent related to the virus that causes SARS,0
Trump announced that Roche Medical Company will launch the vaccine next Sunday and millions of doses are ready from it,0
We re starting to see evidence that long term exposure to air pollution which disproportionately affects communities of color and amp low income communities is linked to COVID 1.09 death rates,0
It s past time we treat pollution like the threat to our health it is,0
A video about the coronavirus circulates in WhatsApp,0
that when opened hacks the cell phone in 1.00.0.0.0 seconds,0
Every worker on the front lines of the fight against COVID 1.09 deserves protections and accommodations that keep them and their families safe,0
I m glad to see states stepping up to support folks employers must do the same,0
In Latest Move to Stop Coronavirus Trump Urges Fed to Cut Interest Rates His Heavily Indebted Company Pays,0
Govt is providing money to bereaved families of COVID 1.09 victims,0
You should also high dose with Vitamin D Extensive clinical evidence that sufficient Vitamin D reduces severity of Covid 1.09,0
Hospital protocol for Covid 1.09 in France to immediately test for and treat Vit D deficiency,0
Chronic Vit D deficiency in Ireland why no public campaign,0
Loss of taste added to COVID 1.09 symptoms as government recommends self isolation for anyone who recently enjoyed Mrs Brown s Boys,0
Colombia is the country with less cases and deaths for coronavirus per inhabitant in America,0
coronavirus travel vacation list,0
is from a Michigan coronavirus protest,0
Pictures of people stranded on hospital beds claimed to be Italians not coping with the pressures of COVID 1.09 cases India should learn from Italy s mistakes and not step out of the house in the 21.0 day lockdown,0
Some of the worst viral disease outbreaks in recent years SARS Ebola and likely coronavirus originated in bats a new study has proposed an answer to why diseases that originate in bats are so deadly,0
Covid 1.09 totally confused about what it s allowed to do where,0
Image of COVID 1.09 infected Indonesian doctor Hadio Ali watching his daughters from a distance as he bids them final goodbye the image is said to be posted by his wife,0
Schedules for the sale of milk newspapers grocery and medical stores have been issued by the Mumbai Police commissioner,0
Mixing aspirin paracetamol honey and lemon cures COVID 1.09,0
Six coronavirus cases confirmed in Wichita Kansas,0
The Chairman of the Republican Party of Texas said the recovery rate for COVID 1.09 is 99 9 in Texas,0
The departament of Guaviare in Colombia has 1.00.0.0.0 cases of coronavirus,0
The governor of Sao Paulo contracted COVID 1.09 after being vaccinated with the Sinovac Biotech vaccine,0
Iranian Islamic medicine specialist claims camel urine cures coronavirus infections iran,0
The WHO confirmed asymptomatic persons can t transmit the coronavirus and are not infectious,0
It s vital that Governors maintain restrictions on businesses until after the November Elections because economic recovery will help Trump be re elected,0
A few business closures or job losses is a small price to pay to be free from his presidency,0
Video clip of a massive stadium converted into a graveyard claimed to be scenes from Italy related to the ongoing COVID 1.09 outbreak,0
Bollywoof actor Aamir Khan has anonymously donated Rs 1.050.0.0.00.0.0.00.0.0.0 to people living in a slum,0
Patients who die in hospitals are intubated to explode their lungs,0
An Instagram post is claiming Covid 1.09 tests tainted with coronavirus have been in circulation for many months,0
While addressing the nation PM Mahinda Rajapaksa stated that opposition did not support the supplementary budget proposal for COVID 1.09 relief measures hence there is no point in reconvening the Parliament,0
US carriers catching fire magickly,0
Chinese gunsupplies cached in US CN testing TW waters and airspace rioting in the US suddenly just in right time doctor dieing after confirming Corona is a chinese bioweapon,0
Nobody north of Watford has caught Coronavirus because they re too hard,0
Mouthwash kills and cures the new coronavirus,0
Congress MP Dr Shashi Tharoor praised LDF government in Kerala India for their COVID 1.09 relief work,0
Social media posts claim that actors were caught in the act staging fake COVID 1.09 cases,0
Coronavirus can be transmitted through imported goods,0
There has been no death due to COVID 1.09 in Israel as they mix lemon and baking soda in their tea,0
This combination kills coronavirus,0
Trump blamed the Barack Obama administration for making a decision that delayed COVID 1.09 testing by the Trump administration,0
Chinese not allowed in supermarket,0
It s started in Australia,0
FACTCHECK has repeatedly said that a vaccine of COVID20.0.0.01.09 is not yet available,0
Yet FakeNews keeps emerging,0
Here is Factchecking one more such claim,0
The memorandum requires states to enter a financial agreement with the federal government and pick up 25 of the tab or 1.00.0.0.00.0.0.0 for each person a provision that was criticized by governors as many states continue to struggle financially due to COVID 1.09,0
Violating lock down is COMMON for politicians,0
During d pandemic Gujarati 2nd Worst Flying to a flame,0
The first test results for the Moderna vaccine are disappointing,0
A post claims studies show the flu shot will increase a person s susceptibility to COVID 1.09,0
59 people die as pastor gives them dettol to drink in church to prevent coronavirus,0
All vegetarian Sanatan Dharmis only need little care about Social Distancing and enjoy long healthy life,0
Condom Sales Are At An All Time High,0
A message claiming that posting anything related to coronavirus on social media has been declared a punishable offence has been doing rounds on various messaging apps,0
Seen those pictures of dolphins and swans returning to Venice s canals,0
They ve been debunked Today,0
we launch CoronaCheck a newsletter with the latest debunked COVID 1.09 misinformation from around the world,0
factcheck CoronaVirusFacts DatosCoronaVirus,0
Neil Diamond Says He is Altering the Words to Sweet Caroline to Help in the Fight Against COVID 1.09,0
93 of the COVID 1.09 cases in the state of Illinois have come from Chicago,0
The novel coronavirus can be cured by one bowl of freshly boiled garlic,0
Feeling worried about the coronavirus,0
Take the homeopathic remedy Arsenicum 30.0.0.0C once if there are many cases in your area and you will feelbetter It might even keep you safe,0
In 1.0986 the founder of the Times Square Church prophesied that he saw,0
a plague coming on the world and the bars and church and government will shut down,0
Fox News is Reporting That Several of its Employees Now Have The C 1.09 Virus,0
The Philippines does not have the fastest rising number of COVID 1.09 cases in the Western Pacific Region as classified by the World Health Organization,0
TV Globo used images of a collective funeral for the victims of a shipwreck in Lampedusa in 20.0.0.01.03 to illustrate a story about deaths by COVID 1.09 in Italy,0
You can prevent COVID 1.09 by avoiding cold drinks night baths soda and sweets,0
Turmeric and lemon are two simple cheap and handy things you can use regularly to fight CoronaVirus Homemade rasam is also very useful,0
A video has been viewed millions of times in multiple posts on Facebook Weibo and Twitter alongside a claim it shows US Vice President Mike Pence delivering empty boxes to a hospital for a publicity stunt during the coronavirus crisis,0
The claim gained traction online after the the clip was aired on the US television show Jimmy Kimmel Live,0
Spraying from the air triggers chemtrails chemical trails lung problems,0
New York schools add a COVID 1.09 vaccine to the mandatory school schedule,0
A Pentagon study found that people who get the flu vaccine are 36 more likely to get COVID 1.09,0
In India they are prescribing antihistamines daily as part of their routine prescriptions for home management of mild covid,0
CoronaCheck Are Victoria s recent COVID1.09 outbreaks related to the Black Lives Matter protests,0
An image has been shared hundreds of times in multiple Facebook posts in August 20.0.0.020.0.0.0 which claim it shows,0
Chinese tourists allowed to go out of the Auckland bubble,0
The posts were shared after New Zealand s government reimposed a coronavirus lockdown on the city of Auckland after it recorded the country s first local transmissions of COVID 1.09 in more than 1.00.0.0.00.0.0.0 days,0
Video of an elderly woman struggling to breathe lying over what seems to be a plastic bag,0
According to the post she was inside a bag at a hospital morgue and was rescued by her relatives,0
Increased testing isn t the reason for the surge in coronavirus cases Donald Trump s failed leadership is,0
The novel coronavirus was,0
Ministry of Home Affairs in India has directed people to not post anything related to coronavirus,0
Donald Trump promised to bring back jobs but his policies crushed the manufacturing sector and that was true even before COVID 1.09,0
I ll revitalize American manufacturing and innovation and create millions of good paying jobs so we can build back better,0
Chinese scientists says COVID 1.09 coronavirus could have originated from a government laboratory,0
Which predicted in fiction novel in 1.0981.0 mystery,0
coronavirus this is extremely scary and terrifying,0
Drone footage shows the empty streets of Wuhan China under its CoronaVirus quarantine,0
A video of a coronavirus suspect found in Hazipur Bihar India prison,0
The government raided The Medical City and other private hospitals taking away their personal protective equipment PPE,0
Please share this video Neem leaves powder can cure corona within hours please share this video allah had blessed us with the corona vaccine,0
DPS School charging 350.0.0.0 for these face masks from Students,0
While in market its selling only 20.0.0.0 to 30.0.0.0 Rupees very unfortunate they should distribute these masks for students free of cost,0
And should not charge them during this pandamic,0
The flu didn t kill any Americans this year,0
IMPORTANT INFO FOR SURGICAL MASK USERS,0
White side facing outwards if you want to protect yourself,0
If you have flu blue or green side facing outwards to prevent the germs from spreading outwards,0
Says FEMA is giving essential workers 1.0 0.0.0.00.0.0.00.0.0.0,0
Russia released 50.0.0.00.0.0.0 lions to ensure people would stay inside houses,0
In New York every contaminated corpse belongs to the state and will be incinerated without any wakes or memorial services to pay your last respects,0
Top Georgian health official Gamkrelidze said the COVID 1.09 vaccine will be available in Georgia in several weeks,0
Claim that supermarket workers are required to have a flu vaccination or face dismissal,0
Human resources department institutes epic ass covering measures in response to pandemic,0
Princess Cruises offers Navy tips on Coronavirus,0
Taking a bath with extremely hot water will prevent coronavirus,0
This False claim is a perfect example of how fatal fake news can be,0
Use MainBhiNewschecker and tell us some of the most fatal False claims that you came across and debunked,0
Golf courses are reopening in Ireland on 2nd May,0
An Italian doctor who worked at the Shenzhen hospital in China issued a series of instuctions for locating and treating the new coronavirus SARS CoV 2,0
This picture show the young pregnant doctor who died from COVID 1.09 in Algeria,0
In Spain the police came to encourage doctors to work after they gave up and wanted to quit,0
Kamala Harris sister does take hydroxychloroquine,0
claimed coronavirus cases are going up only due to more testing,0
The number of tests across the country has increased but so has the positivity rate,0
because they are not trying to unseat a President in November,0
Claim that Sweden has refused to fight coronavirus,0
New nipah virus is deadlier than COVID 1.09 according to WHO,0
There is a COVID 1.09 case in Ethiopia,0
Says Tom Hanks has a volleyball to keep him company while he s quarantined,0
Burglars Suffer Corona Crash,0
criminals appeal crook burglars breakin,0
